Temperature (C)	Pressure (bar)	"Density (l, kg/m3)"	"Volume (l, m3/kg)"	"Internal Energy (l, kJ/kg)"	"Enthalpy (l, kJ/kg)"	"Entropy (l, J/g*K)"	"Cv (l, J/g*K)"	"Cp (l, J/g*K)"	"Sound Spd. (l, m/s)"	"Joule-Thomson (l, K/bar)"	"Viscosity (l, uPa*s)"	"Therm. Cond. (l, W/m*K)"	"Surf. Tension (l, N/m)"	"Density (v, kg/m3)"	"Volume (v, m3/kg)"	"Internal Energy (v, kJ/kg)"	"Enthalpy (v, kJ/kg)"	"Entropy (v, J/g*K)"	"Cv (v, J/g*K)"	"Cp (v, J/g*K)"	"Sound Spd. (v, m/s)"	"Joule-Thomson (v, K/bar)"	"Viscosity (v, uPa*s)"	"Therm. Cond. (v, W/m*K)"
8.7289	38.804	859.67	0.0011632	181.04	185.55	0.78377	0.91589	2.5192	493.47	0.058149	81.625	0.092056	0.0038664	110.55	0.0090455	359.19	394.29	1.5243	0.91706	2.0653	206.25	1.375	16.21	0.021556
8.8167	38.887	859.15	0.0011639	181.23	185.76	0.78447	0.91596	2.5224	492.79	0.058435	81.522	0.091964	0.0038516	110.85	0.0090215	359.16	394.24	1.5238	0.91748	2.0699	206.2	1.3739	16.22	0.021587
8.9043	38.969	858.64	0.0011646	181.43	185.97	0.78518	0.91603	2.5256	492.11	0.058722	81.419	0.091872	0.0038369	111.14	0.0089975	359.12	394.18	1.5234	0.91791	2.0745	206.14	1.3728	16.231	0.021617
8.9918	39.052	858.13	0.0011653	181.63	186.18	0.78589	0.91611	2.5289	491.43	0.05901	81.316	0.091781	0.0038222	111.44	0.0089737	359.09	394.13	1.5229	0.91833	2.0791	206.09	1.3718	16.242	0.021648
9.0792	39.134	857.62	0.001166	181.82	186.39	0.78659	0.91618	2.5321	490.75	0.059299	81.213	0.091689	0.0038075	111.73	0.0089499	359.05	394.08	1.5225	0.91876	2.0837	206.03	1.3707	16.253	0.021679
9.1665	39.217	857.1	0.0011667	182.02	186.59	0.7873	0.91625	2.5354	490.08	0.059589	81.111	0.091598	0.0037928	112.03	0.0089262	359.02	394.02	1.522	0.91918	2.0884	205.98	1.3696	16.264	0.02171
9.2536	39.299	856.59	0.0011674	182.22	186.8	0.788	0.91632	2.5387	489.4	0.05988	81.008	0.091506	0.0037782	112.33	0.0089026	358.98	393.97	1.5216	0.9196	2.0931	205.92	1.3686	16.275	0.021741
9.3405	39.382	856.08	0.0011681	182.41	187.01	0.78871	0.91639	2.542	488.72	0.060171	80.906	0.091415	0.0037636	112.62	0.0088791	358.95	393.91	1.5211	0.92003	2.0978	205.87	1.3675	16.286	0.021772
9.4274	39.464	855.57	0.0011688	182.61	187.22	0.78941	0.91647	2.5454	488.04	0.060464	80.804	0.091324	0.0037491	112.92	0.0088557	358.91	393.86	1.5207	0.92045	2.1026	205.81	1.3664	16.297	0.021803
9.5141	39.547	855.05	0.0011695	182.8	187.43	0.79011	0.91654	2.5487	487.36	0.060757	80.702	0.091234	0.0037345	113.22	0.0088324	358.87	393.8	1.5202	0.92087	2.1073	205.76	1.3654	16.308	0.021835
9.6006	39.629	854.54	0.0011702	183	187.64	0.79081	0.91661	2.5521	486.69	0.061051	80.601	0.091143	0.0037201	113.52	0.0088092	358.84	393.75	1.5198	0.9213	2.1121	205.7	1.3643	16.319	0.021866
9.6871	39.712	854.03	0.0011709	183.19	187.84	0.79151	0.91669	2.5554	486.01	0.061347	80.499	0.091053	0.0037056	113.82	0.008786	358.8	393.69	1.5193	0.92172	2.1169	205.65	1.3632	16.33	0.021897
9.7734	39.795	853.52	0.0011716	183.39	188.05	0.79221	0.91676	2.5588	485.33	0.061643	80.398	0.090963	0.0036912	114.12	0.008763	358.77	393.64	1.5189	0.92215	2.1217	205.6	1.3622	16.341	0.021929
9.8595	39.877	853	0.0011723	183.58	188.26	0.79291	0.91684	2.5622	484.66	0.06194	80.296	0.090873	0.0036768	114.42	0.00874	358.73	393.58	1.5184	0.92257	2.1266	205.54	1.3611	16.352	0.02196
9.9456	39.96	852.49	0.001173	183.78	188.47	0.79361	0.91691	2.5657	483.98	0.062239	80.195	0.090783	0.0036624	114.72	0.0087171	358.69	393.53	1.518	0.923	2.1315	205.49	1.3601	16.363	0.021992
10.031	40.042	851.98	0.0011737	183.97	188.67	0.79431	0.91699	2.5691	483.31	0.062538	80.094	0.090693	0.0036481	115.02	0.0086943	358.66	393.47	1.5175	0.92342	2.1364	205.43	1.359	16.374	0.022024
10.117	40.125	851.47	0.0011744	184.17	188.88	0.79501	0.91707	2.5725	482.63	0.062838	79.994	0.090603	0.0036338	115.32	0.0086715	358.62	393.41	1.5171	0.92385	2.1413	205.38	1.358	16.385	0.022056
10.203	40.207	850.95	0.0011752	184.36	189.09	0.7957	0.91714	2.576	481.96	0.063139	79.893	0.090514	0.0036195	115.62	0.0086489	358.58	393.36	1.5166	0.92427	2.1462	205.32	1.3569	16.396	0.022088
10.288	40.29	850.44	0.0011759	184.56	189.3	0.7964	0.91722	2.5795	481.29	0.063441	79.792	0.090425	0.0036053	115.92	0.0086263	358.55	393.3	1.5162	0.92469	2.1512	205.27	1.3558	16.407	0.02212
10.374	40.372	849.93	0.0011766	184.75	189.5	0.79709	0.9173	2.583	480.61	0.063744	79.692	0.090336	0.0035911	116.23	0.0086039	358.51	393.24	1.5157	0.92512	2.1562	205.21	1.3548	16.418	0.022152
10.459	40.455	849.41	0.0011773	184.95	189.71	0.79779	0.91738	2.5865	479.94	0.064048	79.592	0.090247	0.0035769	116.53	0.0085815	358.47	393.19	1.5152	0.92554	2.1612	205.16	1.3538	16.429	0.022184
10.544	40.537	848.9	0.001178	185.14	189.92	0.79848	0.91746	2.5901	479.27	0.064353	79.492	0.090158	0.0035628	116.83	0.0085591	358.43	393.13	1.5148	0.92597	2.1662	205.1	1.3527	16.44	0.022217
10.629	40.62	848.39	0.0011787	185.33	190.12	0.79918	0.91754	2.5936	478.59	0.064659	79.392	0.09007	0.0035487	117.14	0.0085369	358.39	393.07	1.5143	0.9264	2.1713	205.04	1.3517	16.451	0.022249
10.714	40.703	847.88	0.0011794	185.53	190.33	0.79987	0.91762	2.5972	477.92	0.064967	79.292	0.089981	0.0035346	117.44	0.0085147	358.36	393.01	1.5139	0.92682	2.1764	204.99	1.3506	16.462	0.022282
10.799	40.785	847.36	0.0011801	185.72	190.53	0.80056	0.9177	2.6008	477.25	0.065275	79.192	0.089893	0.0035205	117.75	0.0084927	358.32	392.96	1.5134	0.92725	2.1815	204.93	1.3496	16.473	0.022314
10.883	40.868	846.85	0.0011808	185.91	190.74	0.80125	0.91778	2.6044	476.58	0.065584	79.093	0.089805	0.0035065	118.05	0.0084707	358.28	392.9	1.513	0.92767	2.1867	204.88	1.3485	16.484	0.022347
10.968	40.95	846.33	0.0011816	186.11	190.95	0.80194	0.91786	2.608	475.91	0.065894	78.993	0.089717	0.0034925	118.36	0.0084488	358.24	392.84	1.5125	0.9281	2.1918	204.82	1.3475	16.495	0.02238
11.052	41.033	845.82	0.0011823	186.3	191.15	0.80263	0.91794	2.6116	475.24	0.066205	78.894	0.089629	0.0034786	118.67	0.0084269	358.2	392.78	1.5121	0.92852	2.197	204.77	1.3465	16.506	0.022413
11.136	41.115	845.31	0.001183	186.49	191.36	0.80332	0.91802	2.6153	474.57	0.066517	78.795	0.089542	0.0034646	118.97	0.0084051	358.16	392.72	1.5116	0.92895	2.2022	204.71	1.3454	16.517	0.022446
11.22	41.198	844.79	0.0011837	186.69	191.56	0.80401	0.91811	2.619	473.9	0.066831	78.696	0.089454	0.0034507	119.28	0.0083835	358.12	392.66	1.5112	0.92938	2.2075	204.66	1.3444	16.529	0.022479
11.304	41.28	844.28	0.0011844	186.88	191.77	0.8047	0.91819	2.6227	473.23	0.067145	78.597	0.089367	0.0034369	119.59	0.0083618	358.08	392.6	1.5107	0.9298	2.2127	204.6	1.3433	16.54	0.022512
11.388	41.363	843.77	0.0011852	187.07	191.97	0.80539	0.91827	2.6264	472.56	0.06746	78.499	0.08928	0.003423	119.9	0.0083403	358.04	392.54	1.5103	0.93023	2.218	204.55	1.3423	16.551	0.022546
11.472	41.445	843.25	0.0011859	187.27	192.18	0.80608	0.91836	2.6301	471.89	0.067777	78.4	0.089193	0.0034092	120.21	0.0083188	358	392.48	1.5098	0.93066	2.2234	204.49	1.3413	16.562	0.022579
11.556	41.528	842.74	0.0011866	187.46	192.39	0.80676	0.91844	2.6338	471.22	0.068094	78.302	0.089106	0.0033954	120.52	0.0082975	357.96	392.42	1.5094	0.93108	2.2287	204.44	1.3402	16.573	0.022613
11.639	41.61	842.22	0.0011873	187.65	192.59	0.80745	0.91853	2.6376	470.55	0.068413	78.203	0.089019	0.0033817	120.83	0.0082761	357.92	392.36	1.5089	0.93151	2.2341	204.38	1.3392	16.585	0.022646
11.722	41.693	841.71	0.0011881	187.84	192.8	0.80814	0.91861	2.6414	469.88	0.068733	78.105	0.088933	0.003368	121.14	0.0082549	357.88	392.3	1.5085	0.93194	2.2395	204.32	1.3382	16.596	0.02268
11.806	41.776	841.19	0.0011888	188.03	193	0.80882	0.9187	2.6452	469.22	0.069054	78.007	0.088846	0.0033543	121.45	0.0082337	357.84	392.24	1.508	0.93237	2.2449	204.27	1.3372	16.607	0.022714
11.889	41.858	840.68	0.0011895	188.23	193.21	0.80951	0.91879	2.649	468.55	0.069375	77.909	0.08876	0.0033406	121.76	0.0082127	357.8	392.18	1.5076	0.93279	2.2504	204.21	1.3361	16.618	0.022748
11.972	41.941	840.16	0.0011902	188.42	193.41	0.81019	0.91887	2.6528	467.88	0.069698	77.812	0.088674	0.003327	122.08	0.0081916	357.76	392.12	1.5071	0.93322	2.2559	204.16	1.3351	16.629	0.022782
12.055	42.023	839.65	0.001191	188.61	193.62	0.81087	0.91896	2.6567	467.22	0.070022	77.714	0.088588	0.0033134	122.39	0.0081707	357.72	392.05	1.5067	0.93365	2.2614	204.1	1.3341	16.641	0.022816
12.137	42.106	839.13	0.0011917	188.8	193.82	0.81155	0.91905	2.6606	466.55	0.070348	77.616	0.088503	0.0032998	122.7	0.0081498	357.68	391.99	1.5062	0.93408	2.2669	204.05	1.3331	16.652	0.022851
12.22	42.188	838.62	0.0011924	188.99	194.02	0.81224	0.91914	2.6645	465.88	0.070674	77.519	0.088417	0.0032863	123.02	0.008129	357.64	391.93	1.5057	0.93451	2.2725	203.99	1.332	16.663	0.022885
12.302	42.271	838.1	0.0011932	189.18	194.23	0.81292	0.91923	2.6684	465.22	0.071001	77.422	0.088331	0.0032728	123.33	0.0081083	357.59	391.87	1.5053	0.93493	2.2781	203.93	1.331	16.675	0.022919
12.385	42.353	837.59	0.0011939	189.38	194.43	0.8136	0.91932	2.6723	464.55	0.07133	77.325	0.088246	0.0032593	123.65	0.0080876	357.55	391.81	1.5048	0.93536	2.2838	203.88	1.33	16.686	0.022954
12.467	42.436	837.07	0.0011946	189.57	194.64	0.81428	0.91941	2.6763	463.89	0.07166	77.227	0.088161	0.0032458	123.96	0.008067	357.51	391.74	1.5044	0.93579	2.2894	203.82	1.329	16.697	0.022989
12.549	42.518	836.55	0.0011954	189.76	194.84	0.81496	0.9195	2.6803	463.22	0.071991	77.131	0.088076	0.0032324	124.28	0.0080465	357.47	391.68	1.5039	0.93622	2.2951	203.77	1.3279	16.709	0.023024
12.631	42.601	836.04	0.0011961	189.95	195.05	0.81564	0.91959	2.6843	462.56	0.072323	77.034	0.087991	0.003219	124.59	0.0080261	357.42	391.62	1.5035	0.93665	2.3008	203.71	1.3269	16.72	0.023059
12.713	42.684	835.52	0.0011969	190.14	195.25	0.81632	0.91968	2.6883	461.89	0.072656	76.937	0.087907	0.0032057	124.91	0.0080057	357.38	391.55	1.503	0.93708	2.3066	203.65	1.3259	16.731	0.023094
12.795	42.766	835	0.0011976	190.33	195.45	0.817	0.91978	2.6923	461.23	0.07299	76.841	0.087822	0.0031923	125.23	0.0079854	357.34	391.49	1.5026	0.93751	2.3124	203.6	1.3249	16.743	0.023129
12.877	42.849	834.49	0.0011983	190.52	195.66	0.81768	0.91987	2.6964	460.56	0.073326	76.744	0.087738	0.003179	125.55	0.0079651	357.3	391.43	1.5021	0.93794	2.3182	203.54	1.3239	16.754	0.023164
12.958	42.931	833.97	0.0011991	190.71	195.86	0.81835	0.91996	2.7005	459.9	0.073662	76.648	0.087654	0.0031657	125.87	0.0079449	357.25	391.36	1.5017	0.93837	2.324	203.49	1.3229	16.765	0.023199
13.04	43.014	833.45	0.0011998	190.9	196.06	0.81903	0.92006	2.7046	459.23	0.074	76.552	0.08757	0.0031525	126.19	0.0079248	357.21	391.3	1.5012	0.9388	2.3299	203.43	1.3218	16.777	0.023235
13.121	43.096	832.94	0.0012006	191.09	196.27	0.81971	0.92015	2.7087	458.57	0.074339	76.455	0.087486	0.0031392	126.51	0.0079048	357.16	391.23	1.5008	0.93923	2.3358	203.37	1.3208	16.788	0.023271
13.202	43.179	832.42	0.0012013	191.28	196.47	0.82038	0.92025	2.7129	457.91	0.074679	76.359	0.087402	0.0031261	126.83	0.0078848	357.12	391.17	1.5003	0.93966	2.3417	203.32	1.3198	16.8	0.023306
13.283	43.261	831.9	0.0012021	191.47	196.67	0.82106	0.92034	2.717	457.25	0.075021	76.264	0.087318	0.0031129	127.15	0.0078649	357.08	391.1	1.4998	0.94009	2.3477	203.26	1.3188	16.811	0.023342
13.364	43.344	831.38	0.0012028	191.66	196.88	0.82173	0.92044	2.7212	456.58	0.075364	76.168	0.087235	0.0030997	127.47	0.007845	357.03	391.04	1.4994	0.94052	2.3537	203.2	1.3178	16.823	0.023378
13.445	43.426	830.87	0.0012036	191.85	197.08	0.82241	0.92054	2.7254	455.92	0.075708	76.072	0.087151	0.0030866	127.79	0.0078253	356.99	390.97	1.4989	0.94096	2.3598	203.15	1.3168	16.834	0.023414
13.526	43.509	830.35	0.0012043	192.04	197.28	0.82308	0.92064	2.7297	455.26	0.076053	75.977	0.087068	0.0030736	128.11	0.0078055	356.94	390.9	1.4985	0.94139	2.3658	203.09	1.3158	16.846	0.023451
13.606	43.591	829.83	0.0012051	192.23	197.49	0.82375	0.92073	2.7339	454.6	0.076399	75.881	0.086985	0.0030605	128.44	0.0077859	356.9	390.84	1.498	0.94182	2.3719	203.03	1.3148	16.857	0.023487
13.687	43.674	829.31	0.0012058	192.42	197.69	0.82443	0.92083	2.7382	453.93	0.076747	75.786	0.086902	0.0030475	128.76	0.0077663	356.85	390.77	1.4976	0.94225	2.3781	202.98	1.3138	16.869	0.023523
13.767	43.757	828.79	0.0012066	192.61	197.89	0.8251	0.92093	2.7425	453.27	0.077096	75.691	0.08682	0.0030345	129.09	0.0077468	356.81	390.7	1.4971	0.94268	2.3842	202.92	1.3128	16.88	0.02356
13.848	43.839	828.27	0.0012073	192.8	198.1	0.82577	0.92103	2.7469	452.61	0.077446	75.596	0.086737	0.0030215	129.41	0.0077273	356.76	390.64	1.4967	0.94312	2.3904	202.87	1.3118	16.892	0.023597
13.928	43.922	827.75	0.0012081	192.99	198.3	0.82644	0.92113	2.7512	451.95	0.077797	75.501	0.086655	0.0030086	129.74	0.0077079	356.72	390.57	1.4962	0.94355	2.3967	202.81	1.3107	16.904	0.023634
14.008	44.004	827.23	0.0012088	193.18	198.5	0.82711	0.92123	2.7556	451.29	0.07815	75.406	0.086572	0.0029956	130.06	0.0076886	356.67	390.5	1.4957	0.94398	2.4029	202.75	1.3097	16.915	0.023671
14.088	44.087	826.71	0.0012096	193.37	198.7	0.82779	0.92133	2.76	450.63	0.078504	75.311	0.08649	0.0029828	130.39	0.0076693	356.62	390.44	1.4953	0.94442	2.4093	202.7	1.3087	16.927	0.023708
14.167	44.169	826.19	0.0012104	193.56	198.91	0.82846	0.92144	2.7644	449.97	0.078859	75.216	0.086408	0.0029699	130.72	0.0076501	356.58	390.37	1.4948	0.94485	2.4156	202.64	1.3077	16.938	0.023745
14.247	44.252	825.67	0.0012111	193.75	199.11	0.82913	0.92154	2.7689	449.31	0.079216	75.122	0.086326	0.0029571	131.05	0.0076309	356.53	390.3	1.4944	0.94529	2.422	202.58	1.3067	16.95	0.023782
14.327	44.334	825.15	0.0012119	193.94	199.31	0.82979	0.92164	2.7733	448.65	0.079574	75.027	0.086245	0.0029443	131.37	0.0076119	356.48	390.23	1.4939	0.94572	2.4284	202.53	1.3057	16.962	0.02382
14.406	44.417	824.63	0.0012127	194.13	199.51	0.83046	0.92175	2.7778	447.99	0.079933	74.933	0.086163	0.0029315	131.7	0.0075928	356.44	390.16	1.4935	0.94615	2.4349	202.47	1.3047	16.973	0.023858
14.486	44.499	824.11	0.0012134	194.32	199.72	0.83113	0.92185	2.7824	447.33	0.080293	74.839	0.086082	0.0029187	132.03	0.0075739	356.39	390.09	1.493	0.94659	2.4413	202.41	1.3037	16.985	0.023895
14.565	44.582	823.59	0.0012142	194.5	199.92	0.8318	0.92196	2.7869	446.67	0.080655	74.744	0.086001	0.002906	132.36	0.0075549	356.34	390.02	1.4925	0.94703	2.4479	202.36	1.3027	16.997	0.023933
14.644	44.665	823.07	0.001215	194.69	200.12	0.83247	0.92206	2.7915	446.01	0.081018	74.65	0.085919	0.0028933	132.69	0.0075361	356.3	389.95	1.4921	0.94746	2.4544	202.3	1.3017	17.008	0.023971
14.723	44.747	822.55	0.0012157	194.88	200.32	0.83314	0.92217	2.7961	445.35	0.081383	74.556	0.085839	0.0028806	133.03	0.0075173	356.25	389.89	1.4916	0.9479	2.461	202.24	1.3007	17.02	0.02401
14.802	44.83	822.02	0.0012165	195.07	200.52	0.8338	0.92228	2.8007	444.69	0.081749	74.462	0.085758	0.002868	133.36	0.0074986	356.2	389.82	1.4912	0.94833	2.4677	202.18	1.2997	17.032	0.024048
14.881	44.912	821.5	0.0012173	195.26	200.73	0.83447	0.92238	2.8053	444.03	0.082116	74.369	0.085677	0.0028554	133.69	0.0074799	356.15	389.74	1.4907	0.94877	2.4743	202.13	1.2987	17.044	0.024086
14.96	44.995	820.98	0.0012181	195.45	200.93	0.83514	0.92249	2.81	443.37	0.082485	74.275	0.085596	0.0028428	134.03	0.0074613	356.1	389.67	1.4903	0.94921	2.4811	202.07	1.2977	17.056	0.024125
15.038	45.077	820.46	0.0012188	195.64	201.13	0.8358	0.9226	2.8147	442.71	0.082855	74.181	0.085516	0.0028302	134.36	0.0074427	356.05	389.6	1.4898	0.94964	2.4878	202.01	1.2967	17.067	0.024164
15.117	45.16	819.93	0.0012196	195.82	201.33	0.83647	0.92271	2.8195	442.05	0.083226	74.088	0.085436	0.0028177	134.69	0.0074242	356.01	389.53	1.4893	0.95008	2.4946	201.96	1.2957	17.079	0.024202
15.195	45.242	819.41	0.0012204	196.01	201.53	0.83713	0.92282	2.8242	441.4	0.083599	73.994	0.085356	0.0028052	135.03	0.0074058	355.96	389.46	1.4889	0.95052	2.5015	201.9	1.2947	17.091	0.024241
15.273	45.325	818.89	0.0012212	196.2	201.74	0.8378	0.92293	2.829	440.74	0.083973	73.901	0.085276	0.0027927	135.37	0.0073874	355.91	389.39	1.4884	0.95096	2.5083	201.84	1.2937	17.103	0.024281
15.352	45.407	818.36	0.001222	196.39	201.94	0.83846	0.92304	2.8338	440.08	0.084349	73.808	0.085196	0.0027803	135.7	0.0073691	355.86	389.32	1.488	0.9514	2.5152	201.79	1.2927	17.115	0.02432
15.43	45.49	817.84	0.0012227	196.58	202.14	0.83912	0.92315	2.8386	439.42	0.084726	73.715	0.085116	0.0027678	136.04	0.0073508	355.81	389.25	1.4875	0.95183	2.5222	201.73	1.2917	17.127	0.024359
15.508	45.572	817.31	0.0012235	196.76	202.34	0.83979	0.92327	2.8435	438.76	0.085104	73.622	0.085037	0.0027554	136.38	0.0073326	355.76	389.17	1.487	0.95227	2.5292	201.67	1.2907	17.139	0.024399
15.585	45.655	816.79	0.0012243	196.95	202.54	0.84045	0.92338	2.8484	438.11	0.085484	73.529	0.084957	0.002743	136.72	0.0073144	355.71	389.1	1.4866	0.95271	2.5362	201.61	1.2897	17.151	0.024439
15.663	45.738	816.26	0.0012251	197.14	202.74	0.84111	0.92349	2.8533	437.45	0.085865	73.436	0.084878	0.0027307	137.06	0.0072963	355.66	389.03	1.4861	0.95315	2.5433	201.56	1.2887	17.162	0.024479
15.741	45.82	815.74	0.0012259	197.33	202.94	0.84178	0.92361	2.8583	436.79	0.086248	73.343	0.084799	0.0027184	137.4	0.0072782	355.61	388.96	1.4857	0.95359	2.5504	201.5	1.2878	17.174	0.024519
15.818	45.903	815.21	0.0012267	197.52	203.15	0.84244	0.92372	2.8633	436.13	0.086633	73.25	0.08472	0.0027061	137.74	0.0072602	355.56	388.88	1.4852	0.95403	2.5576	201.44	1.2868	17.186	0.024559
15.896	45.985	814.68	0.0012275	197.7	203.35	0.8431	0.92384	2.8683	435.48	0.087018	73.158	0.084641	0.0026938	138.08	0.0072423	355.5	388.81	1.4847	0.95447	2.5648	201.38	1.2858	17.198	0.024599
15.973	46.068	814.16	0.0012283	197.89	203.55	0.84376	0.92396	2.8733	434.82	0.087406	73.065	0.084563	0.0026816	138.42	0.0072244	355.45	388.73	1.4843	0.95492	2.5721	201.33	1.2848	17.21	0.02464
16.05	46.15	813.63	0.0012291	198.08	203.75	0.84442	0.92407	2.8784	434.16	0.087794	72.973	0.084484	0.0026693	138.76	0.0072066	355.4	388.66	1.4838	0.95536	2.5794	201.27	1.2838	17.223	0.02468
16.127	46.233	813.1	0.0012299	198.27	203.95	0.84508	0.92419	2.8835	433.51	0.088185	72.88	0.084406	0.0026572	139.11	0.0071888	355.35	388.59	1.4833	0.9558	2.5867	201.21	1.2828	17.235	0.024721
16.204	46.315	812.58	0.0012307	198.45	204.15	0.84574	0.92431	2.8886	432.85	0.088576	72.788	0.084327	0.002645	139.45	0.007171	355.3	388.51	1.4829	0.95624	2.5941	201.15	1.2818	17.247	0.024762
16.281	46.398	812.05	0.0012315	198.64	204.35	0.8464	0.92443	2.8938	432.19	0.08897	72.696	0.084249	0.0026328	139.79	0.0071534	355.25	388.44	1.4824	0.95668	2.6015	201.1	1.2808	17.259	0.024803
16.358	46.48	811.52	0.0012323	198.83	204.55	0.84706	0.92455	2.899	431.54	0.089365	72.604	0.084171	0.0026207	140.14	0.0071357	355.19	388.36	1.482	0.95713	2.609	201.04	1.2798	17.271	0.024845
16.435	46.563	810.99	0.0012331	199.01	204.76	0.84772	0.92467	2.9042	430.88	0.089761	72.512	0.084093	0.0026086	140.49	0.0071182	355.14	388.29	1.4815	0.95757	2.6166	200.98	1.2788	17.283	0.024886
16.511	46.646	810.46	0.0012339	199.2	204.96	0.84838	0.92479	2.9095	430.22	0.090159	72.42	0.084016	0.0025966	140.83	0.0071006	355.09	388.21	1.481	0.95801	2.6241	200.92	1.2778	17.295	0.024928
16.588	46.728	809.93	0.0012347	199.39	205.16	0.84904	0.92491	2.9148	429.57	0.090559	72.328	0.083938	0.0025845	141.18	0.0070832	355.04	388.13	1.4806	0.95846	2.6317	200.87	1.2768	17.307	0.024969
16.664	46.811	809.4	0.0012355	199.58	205.36	0.8497	0.92504	2.9201	428.91	0.09096	72.236	0.083861	0.0025725	141.53	0.0070657	354.98	388.06	1.4801	0.9589	2.6394	200.81	1.2758	17.32	0.025011
16.741	46.893	808.87	0.0012363	199.76	205.56	0.85036	0.92516	2.9255	428.25	0.091362	72.144	0.083783	0.0025605	141.88	0.0070484	354.93	387.98	1.4796	0.95935	2.6471	200.75	1.2748	17.332	0.025053
16.817	46.976	808.34	0.0012371	199.95	205.76	0.85101	0.92528	2.9308	427.6	0.091767	72.052	0.083706	0.0025486	142.23	0.007031	354.88	387.9	1.4792	0.95979	2.6549	200.69	1.2738	17.344	0.025096
16.893	47.058	807.81	0.0012379	200.14	205.96	0.85167	0.92541	2.9363	426.94	0.092173	71.961	0.083629	0.0025367	142.58	0.0070138	354.82	387.83	1.4787	0.96024	2.6627	200.64	1.2728	17.356	0.025138
16.969	47.141	807.28	0.0012387	200.32	206.16	0.85233	0.92553	2.9417	426.28	0.09258	71.869	0.083552	0.0025247	142.93	0.0069965	354.77	387.75	1.4782	0.96069	2.6706	200.58	1.2718	17.369	0.025181
17.045	47.223	806.75	0.0012395	200.51	206.36	0.85299	0.92566	2.9472	425.63	0.092989	71.778	0.083476	0.0025129	143.28	0.0069794	354.71	387.67	1.4778	0.96113	2.6785	200.52	1.2709	17.381	0.025224
17.121	47.306	806.22	0.0012404	200.7	206.56	0.85364	0.92579	2.9527	424.97	0.0934	71.687	0.083399	0.002501	143.63	0.0069622	354.66	387.59	1.4773	0.96158	2.6865	200.46	1.2699	17.393	0.025266
17.196	47.388	805.68	0.0012412	200.88	206.77	0.8543	0.92592	2.9583	424.32	0.093813	71.595	0.083323	0.0024892	143.98	0.0069452	354.6	387.52	1.4768	0.96203	2.6945	200.4	1.2689	17.406	0.02531
17.272	47.471	805.15	0.001242	201.07	206.97	0.85496	0.92604	2.9639	423.66	0.094227	71.504	0.083246	0.0024774	144.34	0.0069281	354.55	387.44	1.4764	0.96248	2.7025	200.35	1.2679	17.418	0.025353
17.347	47.553	804.62	0.0012428	201.26	207.17	0.85561	0.92617	2.9695	423	0.094643	71.413	0.08317	0.0024656	144.69	0.0069112	354.49	387.36	1.4759	0.96292	2.7107	200.29	1.2669	17.43	0.025396
17.423	47.636	804.08	0.0012437	201.44	207.37	0.85627	0.9263	2.9752	422.35	0.09506	71.322	0.083094	0.0024538	145.05	0.0068942	354.44	387.28	1.4754	0.96337	2.7188	200.23	1.2659	17.443	0.02544
17.498	47.719	803.55	0.0012445	201.63	207.57	0.85692	0.92643	2.9809	421.69	0.095479	71.231	0.083018	0.0024421	145.4	0.0068774	354.38	387.2	1.475	0.96382	2.7271	200.17	1.2649	17.455	0.025484
17.573	47.801	803.02	0.0012453	201.82	207.77	0.85758	0.92657	2.9866	421.04	0.0959	71.14	0.082943	0.0024304	145.76	0.0068605	354.33	387.12	1.4745	0.96427	2.7353	200.11	1.2639	17.468	0.025528
17.648	47.884	802.48	0.0012461	202	207.97	0.85823	0.9267	2.9924	420.38	0.096323	71.049	0.082867	0.0024187	146.12	0.0068437	354.27	387.04	1.474	0.96472	2.7437	200.06	1.2629	17.48	0.025572
17.723	47.966	801.95	0.001247	202.19	208.17	0.85889	0.92683	2.9982	419.73	0.096747	70.958	0.082792	0.002407	146.48	0.006827	354.21	386.96	1.4735	0.96517	2.7521	200	1.2619	17.493	0.025616
17.798	48.049	801.41	0.0012478	202.38	208.37	0.85954	0.92696	3.0041	419.07	0.097173	70.867	0.082716	0.0023954	146.84	0.0068103	354.16	386.88	1.4731	0.96562	2.7605	199.94	1.2609	17.505	0.025661
17.873	48.131	800.87	0.0012486	202.56	208.57	0.8602	0.9271	3.01	418.41	0.097601	70.777	0.082641	0.0023838	147.2	0.0067936	354.1	386.8	1.4726	0.96608	2.769	199.88	1.2599	17.518	0.025706
17.948	48.214	800.34	0.0012495	202.75	208.77	0.86085	0.92723	3.0159	417.76	0.098031	70.686	0.082566	0.0023722	147.56	0.006777	354.04	386.72	1.4721	0.96653	2.7776	199.82	1.2589	17.53	0.025751
18.022	48.296	799.8	0.0012503	202.94	208.97	0.8615	0.92737	3.0218	417.1	0.098462	70.595	0.082491	0.0023606	147.92	0.0067605	353.98	386.64	1.4717	0.96698	2.7862	199.77	1.2579	17.543	0.025796
18.097	48.379	799.26	0.0012512	203.12	209.17	0.86216	0.92751	3.0278	416.45	0.098895	70.505	0.082416	0.0023491	148.28	0.006744	353.93	386.55	1.4712	0.96743	2.7949	199.71	1.2569	17.556	0.025841
